text,label
"maaf, saya masih bingung dan belum mengerti.",C1
"selamat pagi bu kasiyah dan temanteman kelompok  a2, 

sebelumnya saya ingin mengucapkan terima kasih kepada hanna yang telah memberikan penjelasan mengenai fungsi sebagai vektor. 

disini saya akan mencoba menambahkan menegenai contoh fungsi kontinyu adalah f(x)=sin(x) dan f(x)=ax^2 + bx + c. 

sekian jawaban dari saya, 

terima kasih 

 

salam, 

naura khansa priono
",C2
terima kasih bu kasiyah atas pemicunya yang membuat kami semua menjadi berusaha untuk mempelajari lebih dalam mengenai vektor. dan terima kasih juga kepada teman-teman a2 yang telah memaparkan jawaban dari pemicu tersebut. ,C0
"selamat malam bu kasiyah dan teman-teman a2,

 

sebelumnya terima kasih bu kasiyah atas pemicunya yang membuat kami semua menjadi berusaha untuk mempelajari lebih dalam mengenai vektor. dan terima kasih juga kepada teman-teman a2 yang telah memaparkan jawaban dari pemicu tersebut. 

saya ingin menambahkan contoh gambar fungsi kontinyu yang telah disebutkan oleh naura.

sekian tambahan dari saya, semoga dengan visualisasi gambar tersebut kita semua dapat memahami sebuah fungsi kontinyu lebih jelas lagi.

 

salam,

fitri
",C2
"selamat pagi bu kasiyah dan teman-teman semua. pada kesempatan ini saya akan mencoba menambahkan mengenai syarat sebuah fungsi kontinyu.

fungsi f dikatakan kontinyu di titik a jika memenuhi syarat-syarat berikut:

1. f(a) terdefinisi

2. lim f(x) ada

3. lim f(x) = lim f(a)

bila salah satu syarat tersebut tidak terpenuhi, maka fungsi dikatakan tidak kontinyu di titik tersebut. selain itu, fungsi tidak kontinyu jika pada grafiknya terdapat:

1. lubang dimana di titik tersebut tidak terdefinisi

2. patahan atau loncatan

3. garis singgung vertikal

demikian tambahan dari saya, mohon maaf bila terdapat kesalahan. terima kasih.
",C2
"selamat pagi bu kasiyah dan teman-teman semua,

sebelumnya terima kasih kepada bu kasiyah atas pemicunya dan teman-teman sekalian yang sudah memberikan pemahamannya atas pemicu tersebut.

kali ini, saya ingin menambahkan mengenai aksioma-aksioma c[a,b] ruang vektor. terdapat sepuluh aksioma yang harus dipenuhi untuk membuktikan bahwa c[a,b] ruang vektor. beberapa aksioma tersebut diantaranya,

1. operasi (+) tertutup

    f+g = (f+g)(x) = f(x)+g(x)

dengan f(x)+g(x) merupakan fungsi kontinu yang melibatkan variable x (h(x)) pada selang tertutup [a,b]

2. operasi (.) tertutup

    kf = (kf)(x) = kf(x)

dengan kf(x) merupakan fungsi kontinu yang melibatkan variable x (h(x)) pada selang tertutup [a,b]

3. terdapat elemen nol (elemen identitas terhadap penjumlahan)

    f + 0 = f(x) + 0 = f(x) = f

 

demikian tiga aksioma yang dapat saya sampaikan. mohon bantuan teman-teman untuk menambahkan aksioma-aksioma lainnya. terima kasih.

salam,

anisa hasna nabila

",C3
"saya akan mencoba melengkapi jawaban dari anisa mengenai aksioma-aksioma c[a,b] ruang vektor.

 

4. adanya elemen identitas terhadap perkalian dengan skalar, yang mengakibatan 1f = f. elemen identitas terhadap perkalian dengan skalar k =1

      1f = 1f(x) = f(x) = f

 

5. terdapat -f sehingga f + (-f) = 0

       -f = -f(x)

        f +(-f) = f(x) - f(x) = 0

 

6. operasi penjumlahan (+) bersifat komutatif f + g = g + f

       f + g = f(x) + g(x) = g(x) + f(x) = g + f

 

7. operasi penjumlahan (+) bersifat asosiatif  (f + g) + h = f + (g + h)

       (f + g) + h = (f+g)(x) + h(x) = (f + g + h)(x) = f(x) + (g+h)(x) = f + (g + h) 

 

demikian aksioma yang saya pelajari, dengan parafrase yang saya lakukan semoga dapat menunjukkan bahwa saya sudah cukup mengerti dengan 4 aksioma ini. jika terdapat kesalahan pemahaman, saya mohon agar teman - teman dapat memperbaikinya.

 

terima kasih,

yunie debora
",C3
"
saya akan mencoba melengkapi sepuluh aksioma yang sebelumnya sudah disebutkan oleh yunie dan anisa. 

8. distributif (.) terhadap (+) : k(f+g) = kf + kg  ;(aksioma 7 terpenuhi)

k(f+g) = k(f(x) + g(x)) = k((f+g)(x))

          = (kf+kg)(x) = kf(x) + kg(x)

          = kf + kb

9. distributif penjumlahan skalar terhadap vektor: (k+l)f = kf + kg ;(aksioma 8 terpenuhi)

(k+l)f = (k+l)f(x)

         = (kf(x)) + (lf(x))

         = (kf) + (lf)

10. (.) bersifat asosiatif : k(lf) = (kl)f  ; (aksioma 9 terpenuhi)

k(lf) = k(lf(x))

       = (klf(x))

       = (kl)f(x)

       = (kl)f

 

sekian tambahan dari saya, mohon koreksinya. 

salam hangat,

marandi
",C3
"selamat malam semua,

 terima kasih andi anda telah menyempurnakan untuk aksiomanya. boleh tidak anda memberikan contoh untuk ketiga aksioma tersebut? supaya membantu teman-teman lebih memahami smile

 terima kasih.

 

salam,

bhaskoro
",C1
"terimakasih bhaski atas permintaannya, saya belum menemukan contoh aksioma, tetapi saya akan mencoba memberi pembuktian tambahan terkait aksioma yang telah saya sebutkan sebelumnya. 

pembuktian aksioma 7:

k(u+v)     = k [( x1,y1 ) + (x2,y2)]
                = k (x1. x2 , y1. y2)
                = [(x1. x2)k , (y1.  y2)k]
                = ( x1k. x2k , y1k. y2k)
                = ( x1k. y1k) + ( x2k. y2k)
                = k (x1,y1) + k (x2,y2)
                = ku + kv


mohon maaf atas tidak terjawabnya permintaan bhaski, mungkin adateman-teman yang bisa memberikan contoh, sekian.

salam,

marandi
",C2
apakah ada teman-teman yang bisa membuktikan aksioma lainnya?,C1
"saya ingin membuktikan aksioma ke-8 yaitu:
pembuktian aksioma 8: 

(k + l)u = (k + l) (x1,y1)
             = x1(k+l) , y1(k+l)
             = (x1k. x1l , y1k . y1l)
             = (x1k, y1k ) + (x1l, y1l)
             = k (x1,y1) + l (x1,y1)
             = ku + lu
",C3
"saya ingin menambahkan pembuktian pembuktian aksioma 9:

k(lu)    = k[l (x1,y1)]
            = k (x1l, y1l)
            = (x1l )k , (y1l)k
            = x1lk , y1lk
            = kl (x1,y1)
            = (kl)u
",C3
"terima kasih marandi dan bhaskoro karena telah bertanya dan memberikan jawaban. saya baru menyadari bahwa pembuktian sebuah aksioma membantu kita untuk memahami teori tersebut dan membuat kita ingat lebih lama dengan materi tersebut.

salam, 

yunie debora
",C0
"saya akan mencoba membantu andi dan bhaski dalam memahami hal tersebut. 

sesuai dengan permintaan bhaski, saya ingin memberi contoh dengan salah satu aksioma yang dijelaskan oleh andi.

berikut contoh yang saya kutip dari fitri:

f(x) = x2 + 2x + 1

g(x) = sin(x)

",C2
"berikut pembuktian c[1,2] ruang vektor :

distributif (.) terhadap (+): 

asumsi k=2

2(f(x)+g(x)) = 2(  (x2 + 2x + 1) + (sin (x)) )

                   = 2x2 + 4x + 2 + 2sin(x)

f(x) adalah fungsi kontinu di ruang tertutup [1,2]

g(x) adalah fungsi kontinu di ruang tertutup [1,2]

apabila dua fungsi kontinu ditambah lalu dikalikan dengan konstanta, maka fungsi baru yang dihasilkan juga merupakan fungsi kontinu sehingga aksioma 7 akan terpenuhi yaitu k(f+g)=kf+kg

gambar dari f(x) = x2 + 2x + 1

f(x)

gambar dari g(x) = sin(x)

g(x)

gambar dari k(f+g)=kf+kg

k(f+g)

dari ketiga gambar di atas, sudah terlihat jelas bahwa hasil dari k(f+g) merupakan fungsi kontinu juga serta fungsi tersebut kontinu di ruang tertutup [1,2] , maka terbukti bahwa teorema 7 terpenuhi.

sekian jawaban dari saya, mohon maaf apabila cara pembuktiannya masih belum benar. mohon teman-teman kerja samanya untuk membangun pengetahuan bersama-sama dengan memberi contoh yang lain dan dengan cara yang lebih baik. terima kasih.

salam,

hanna
",C3
"saya ingin menambahkan sumber pengetahuan lain untuk lebih memahami mengenai vektor. yaitu sebuah video mengenai abstract vector space:
di dalam video tersebut menjelaskan bahwa vektor bukanlah hanya sebatas bilangan - bilangan saja. kita dapat memandang suatu fungsi sebagai vektor berdasarkan pembuktian sebagai berikut:
    penjumlahan 2 fungsi (f(x) + g(x) = (f+g)(x)) yang mana sifat tersebut sama seperti saat kita menjumlahkan komponen 2 buah vektor
    perkalian fungsi dengan skalar (k(f(x)) = (kf)(x)) yang mana sifat tersebut sama seperti saat kita mengalikan suatu vektor a sengan skalar k

dengan demikian, suatu fungsi yang juga termasuk fungsi kontinyu seperti f(x) = 2x + sin x dapat kita pandang sebagai vektor karena memiliki sifat yang sama seperti vektor dan juga memenuhi 10 aksioma yang telah dijelaskan oleh teman-teman diatas. 
namun terdapat rasa penasaran dalam diri saya mengenai bagaimana membuktikan suatu fungsi kontinyu tersebut sebagai suatu vektor yang memiliki nilai dan arah? mungkin teman-teman dapat menyampaikan pendapatnya mengenai hal tersebutbig grin
sekian pendapat yang saya sampaikan, mohon koreksinya dari teman-teman semua jika terdapat kesalahan. terima kasih.


salam,

fitri
",C3
"
yang saya tangkap dari penjelasan pada referensi yang saya temukan yaitu, suatu fungsi yang daerah asalnya berupa himpunan bilangan real dan daerah hasilnya berupa himpunan vektor disebut sebagai fungsi bernilai vektor atau fungsi vektor. suatu fungsi f bernilai vektor dengan peubah real t memasukkan tiap bilangan real t dengan satu vektor f(t). jadi, f(t) = f(t)i + g(t)j = <f(t), g(t)> dengan f dan g fungsi-fungsi bernilai real. contohnya f(t) = t2i+e3j = <t2 , e2>.

sekian jawaban dari saya. apabila fitri masih belum mengerti, mohon bantuannya teman-teman untuk memberikan penjelasan lainnya atau ingin menambahkan.

terima kasih.

salam,

hanna

 

 

referensi :

https://media.neliti.com/media/publications/58651-id-fungsi-bernilai-vektor.pdf
",C2
bagus sekali penjelasannya. terima kasih,C0
"terima kasih banyak hanna atas penjelasannya. awalnya saya juga masih kurang paham mengenai fungsi kontinyu sebagai suatu vektor yang memiliki nilai dan arah, sama seperto fitri. namun setelah penjelasan di atas, saya menjadi lebih paham dan pemikiran saya menjadi lebih terbuka. ditambah dengan referensi yang diberikan, banyak pengetahuan baru yang saya dapatkan dari forum ini.",C0
wah terima kasih hanna atas penjelasan dan referensinya yang sangat bergunaapprove dengan itu pemikiran saya menjadi lebih terbuka dan mulai mengerti sedikit mengenai fungsi vektor. ,C0
terima kasih fitri atas videonya. saya sendiri baru mengetahui kalau vektor tidak hanya sebatas bilangan saja. video yang dibagikan sangat bermanfaat dan menambah wawasan.,C0
"pada kuliah hari ini kami mendapatkan hal baru yang merubah perspektif kita terhadap definisi vektor. terkait dengan hal itu, kami telah membuat rangkuman materi vektor pada bidang ruang yang terlampir disini.

sekian rangkuman dari kelompok kami, mohon maaf atas kekurangannya,

terima kasih smile
",C4
kelompok a2 ingin memberikan kesimpulan terhadap materi subruang vektor. kami berkesimpulan bahwa setiap subruang vektor merupakan subruang apabila terhadap penjumlahan dan pekalian dengan skalar yang sama memenuhi 10 aksioma ruang vektor.   setiap ruang vektor merupakan subruang dari dirinya sendiri karena subset dari ruang vektor tersebut adalah dirinya sendiri.,C4
"dear all;

kalian diminta untuk mengonstruksi suatu struktur aljabar dari himpunan d[1, 2] sedemikian hingga mampu menjelaskan f(x) = 2x + sin x +2cos x sebagai vektor.

salam

kmj
",C1
"baik, bu akan kami diskusikan bersama. terima kasih",C0
"untuk memulai diskusi kali ini, saya ingin mengemukakan temuan saya

    d[a, b] adalah himpunan semua fungsi terdiferensial pada selang tertutup [a, b]
    untuk membuktikan d[1, 2] ruang vektor, suatu fungsi f(x) harus memenuhi 10 aksioma ruang vektor.

10 aksioma ruang vektor antara lain:

    f + g = (f + g)(x) = f(x)+ g(x)
    kf = (kf)(x) = kf(x)
    f + 0 = f(x)+ 0 = f(x) = f
    1f =1f(x) = f(x) = f 
    f + (- f) = f(x)- f(x) = 0 = 0
    (f + g) + h = f + (g + h)
    f + g = f(x)+ g(x) = g(x)+ f(x) = g + f
    k (f+g) = kf + kg
    (k + l)f = kf + lf
    k(lf) = (kl)f

apabila f(x) = 2x + sin x +2cos x memenuhi kesepuluh aksioma tersebut maka f(x) dapat dikatakan sebuah vektor.

sekian beberapa temuan dari saya, semoga bermanfaat

salam

nevil
",C2
"holaa big grin, selamat siang teman-teman

ternyata setelah saya belajar mengenai ruang vektor umum, saya 2 syarat untuk membuktikan d[1,2] sebagai ruang vektor, syarat tersebut antara lain

1. himpunan harus tidak kosong
2. definisikan penjumlahan dan perkalian dengan skalar yang sama dengan pada superset-nya
3. 10 aksioma dipenuhi (sudah dibahas)

mohon maaf karena sebelumnya kurang teliti

salam

nevil
",C2
"berdasarkan pembelajaran yang sudah saya lakukan, saya setuju dengan pendapat dari nevil. untuk membuktikan bahwa d[1, 2] merupakan ruang vektor, maka kesepuluh aksioma yang sudah diberikan harus terpenuhi.

mungkin saya akan memulai untuk membuktikan f(x) = 2x + sin x + 2 cos x merupakan vektor dengan cara mencari tahu apakah f(x) tersebut memenuhi salah satu aksioma. saya akan memuai dengan membuktikan apakah f(x) memenuhi aksioma 1.

aksioma 1:
f + g = (f + g)(x) = f(x) + g(x)

f(x) = 2x + sin x + 2 cos x
lalu, saya mengambil contoh g(x) = cos x.
kedua fungsi f dan g merupakan fungsi derivatif dan terdefinisi pada interval [1, 2].
jika x = π, maka:

(f + g)(π) = 2π + sin π + 3 cos π = 3,28318530718

f(π) = 2π + sin π + 2 cos π = 4,28318530718
g(π) = cos π = -1
f(π) + g(π) = 3,28318530718

demikian, terbukti bahwa aksioma 1 terpenuhi. teman-teman mungkin dapat mencoba untuk membuktikan d[1, 2] merupakan ruang vektor dengan membuktikan apakah aksioma-aksioma lainnya juga terpenuhi.

mohon maaf dan silahkan dikoreksi, apabila terdapat kesalahan kata atau pemahaman. terima kasih.

salam,

karin
",C3
"wah bagus sekali penjelasanya karin approve, saya jadi ingin menuliskan pembuktian saya juga. eh tapi apakah saya harus memisalkan x di dalam interval [1,2] atau saya boleh ambil sembarang x ya?",C1
"halo nevil, saya akan mencoba menjawab pertanyaan di atas

menurut saya untuk kasus ini memisalkan x dengan sembarang nilai dapat dilakukan karena kedua fungsi f(x) dan g(x) yang dicontohkan karin di atas terdefinisi pada sembarang x. tapi mungkin untuk kasus lain (fungsi yang mungkin tidak terdefinisi pada interval [1,2]) tidak dapat digunakan sembarang x. tapi untuk hal ini saya masih belum pasti apakah benar atau salah, mungkin teman-teman ada yang bisa membantu saya menjawab pertanyaan nevil dengan disertai sebuah bukti. 

 

",C2
"selamat malam semua...

maaf terlambat untuk menjawab pertanyaan dari nevil dan juga terima kasih cindy atas jawabannya. sangat membantu...

saya juga setuju dengan cindy, karena gambar dari grafik fungsi tersebut juga menunjukkan bahwa fungsi itu terdefinisi untuk sembarang x. maaf, mungkin contoh yang saya berikan kurang tepat karena tidak sesuai dengan interval yang diminta. mungkin untuk kasus ini, kita dapat mencari nilai x yang sesuai agar hasil dari fungsi tersebut berada pada interval [1, 2]. 

terima kasih nevil dan cindy sudah membantu saya dalam proses pembelajaran dengan memberi tanggapan pada pendapat saya.

salam,

karin
",C3
bagaimana pendapat teman-teman yang lain?,C1
"secara general saya setuju dengan pernyataan dari nevil yaitu untuk membuktikan  d[1, 2] ruang vektor, suatu fungsi f(x) harus memenuhi 10 aksioma ruang vektor. dengan kasus f(x) =  2x + sin x + 2 cos x, karin telah memberikan pembuktian f(x) tersebut terkait dengan aksioma 1, disini saya ingin mencoba untuk memberikan penjelasan mengenai pembuktian apakah f(x) memenuhi aksioma 2
 

aksioma 2

kf = (kf)(x)  = kf(x) 

mari kita ambil sembarang k, dengan nilai k = konstanta tidak 0. seperti, k = 3

dan kita ambil x dengan nilai π

 
maka berdasarkan aksioma diatas,

(kf)(x) = 3(2 π + sin π + 2cos π)

=  6 π + 3sin π + 6cos π

= 6(3.14) + 0 + 6 = 24.84

 
k(f(x)) = 3(2 π + sin π + 2cos π)

= 3(2(3.14) + 0 + 2)

=3*8,28 = 24.84

dengan ini terbukti bahwa aksioma 2 terpenuhi



kurang lebihnya mohon maaf, salam,

muhammad erlang
",C3
"saya juga ingin membuktikan aksioma ke 3. berikut adalah pembuktiannya 

aksioma 3:

f + 0 = f(x) + 0 = f(x)

berdasarkan aksioma tersebut kita dapat mengetahui bahwa sebuah fungsi f(x) jika ditambahkan dengan 0 maka hasilnya adalah fungsi itu sendiri.

(2 π + sin π + 2cos π) + 0  == 2 π + sin π + 2cos π

maka dengan informasi tambahan saya ini dapat dipastikan bahwa f(x) memenuhi aksioma 3.
 ",C3
 mungkin teman-teman yang lain dapat menambahkan yang lain?,C1
"selamat malam, teman-teman dan bu kasiyah. sebelumnya saya berterima kasih atas pertanyaannya yang sangat memicu saya untuk melakukan latihan sendiri. setelah saya melakukan riset kecil di internet, saya setuju mengenai topik yang dibawakan oleh nevil, yaitu sebuah fungsi dikatakan sebuah vektor jika memenuhi 10 aksioma yang sudah tertera di jawaban nevil.

saya akan mencoba menjelaskan bahwa fungsi f(x) = 2x + sin x +2cos x adalah vektor dengan menjelaskan salah satu aksioma tersebut, diharapkan teman-teman bisa saling melengkapi.

aksioma 4

1f =1f(x) = f(x) = f 

mari kita ambil contoh jika f(x) = 2x + sin x +2cos x dan x=π

f(π) = 2π + sin π +2cos π = 4.28318530718

jika kita kalikan dengan 1;

1.f(π) = 2π + sin π +2cos π = 4.28318530718
",C3
"berikut adalah pembuktian saya terkait aksioma ke-5

 
aksioma 5

f + (- f) = f(x)- f(x) = 0 = 0

mari kita ambil contoh jika f(x) = 2x + sin x +2cos x dan x=π
 
pertama kita perlu mencari hasil f(x) dan -f(x);

f(π) = 2π + sin π +2cos π = 4.28318530718

(-1).f(π) = (-1).(2π + sin π +2cos π) = -4.28318530718
 
lalu kita akan coba menjumlahkan hasil kedua fungsi;

4.28318530718 - 4.28318530718 = 0

dengan demikian aksioma ke 5 terpenuhi",C3
penjelasan yang baik. terima kasih ,C0
"selamat malam teman-teman semua, kali ini saya ingin membahas pembuktian dengan aksioma 9

aksioma 9 : (k + l)p = kp + lp (distributif penjumlahan skalar terhadap vektorsmile

misal:

k = 1

l = 2

p = f(x) = 2x + sin x +2cos x

x = 1

kemudian kita subtitusikan ke  (k + l)p = kp + lp, sehingga:

(1+2)(2x + sin x +2cos x) = (1)(2x + sin x +2cos x) + (2)(2x + sin x +2cos x)

3(2x + sin x +2cos x) = 2x + sin x +2cos x + 2(2x + sin x +2cos x)

setelah itu untuk mempermudah, 2x + sin x +2cos x dapat saya misalkan dengan z, sehingga kita mendapatkan bentuk seperti berikut

3z = z + 2z

3z = 3z

lalu kita subtitusi balik z dengan 2x + sin x +2cos x

3(2x + sin x +2cos x) = 3(2x + sin x +2cos x)

langkah terakhir, kita dapat memasukan nilai x

3(2 + sin (1 rad) +2cos 1(rad)) = 3(2 + sin (1 rad) +2cos 1(rad))

3(3.92207559654) = 3(3.92207559654)

11.7662267896 = 11.7662267896

menurut pendapat saya, jika kita memasukkan bilangan riil lain, maka hasilnya akan tetap sama karena saya belum menemukan ada suatu nilai yang membuat f(x) tidak memenuhi aksioma 9.

sekian pembahasan dari saya, apabila ada kesalahan mohon kesediaan teman-teman untuk mengoreksi

salam

nevil
",C3
"setelah saya lihat berbagai jawaban teman-teman, semuanya mencoba untuk menjelaskan setiap aksioma yang nevil berikan pada jawaban pertamanya. untuk kali saya akan mencoba memberi pembuktian  aksioma dibawah ini.

aksioma 6

(f + g) + h = f + (g + h)

untuk aksioma 6 penjelasan singkat yang bisa saya berikan seperti berikut.

(x + y) + z = xy + z
                 = (xy)z
                 = xyz
                 = x + yz
                 = x + (y + z)

juga ada satu penjelasan yang saya suka yang saya dapat dari internet.

u + (v + w) = ( x1,y1 ) + [(x2,y2) + (x3,y3 )]
                  = ( x1,y1 ) + (x2 . x3, y2. y3)
                  = [x1 (x2 . x3) , y1(y2. y3)]
                  = (x1. x2 , y1 . y2 ) + (x3,y3 )
                  = [( x1,y1 ) + (x2,y2)] + (x3,y3 )
                  = (u + v) + w



demikian penjelasan saya terhadap aksioma-aksioma diatas dengan pembuktian. mohon maaf jika ada kesalahan dan mohon koreksi teman-teman semua. 

salam,

akhmad
",C3
"saya ingin menambahkan pembuktian aksioma ke 7, sbb:
aksioma 7

f + g = f(x)+ g(x) = g(x)+ f(x) = g + f

untuk penjelasan aksioma 7 dapat dilakukan dengan membuktikan ruas kiri seperti berikut.

u + v    = ( x1,y1 ) + ( x2,y2 )
            = ( x1. x2 , y1 . y2 )
            = ( x2 . x1 , y2 .  y1  ) sifat komutatif
            = ( x2,y2) + (x1,y1)
            = v + u

aksioma ke 7 pun terpenuhi",C3
"halo akhmad, kali ini saya akan mencoba menambahkan jawaban di atas dan membuktikannya sesuai dengan fungsi yang sudah di jabarkan di atas

 

aksioma 6

(f + g) + h = f + (g + h) 
f (x) = 2x + sin x + 2 cos x

misalkan 

g (x) = cos x
h (x) = sin ½ x
h (x) merupakan fungsi derivatif yang terdefinisi pada interval [1.2]

x = π

 
memanfaatkan aksioma 1

f+g = (f + g) (x) =  2x + sin x + 3 cos x
(f + g) (π) = 2π + sin π + 3 cos π = 3.28318530718
h (π) = sin ½ π = 1
((f + g) + h) (π) = 3.28318530718 + 1 = 4.28318530718

--------

f (π) = 2π + sin π + 2 cos π = 4.28318530718
(g + h) = g(x) + h(x) = cox x +  sin ½ x
(g + h) (π) =  cox π +  sin ½ π = 0
(f + (g + h)) (π) = 4.28318530718 + 0 = 4.28318530718

 
sehingga ((f + g) + h) (π) = (f + (g + h)) (π) = 4.28318530718
terbukti bahwa aksioma 6 : (f + g) + h = f + (g + h)  terbukti untuk f = 2x + sin x + 2 cos x

 
sekian jawaban dari saya, mohon bantuan koreksi dari teman-teman serta bu kasiyah. terimakasih


salam, 

cindy evik
",C3
"terima kasih nevil atas penjelasan dan aksioma-aksiomanya.

saya ingin membuktikan untuk aksioma ke-8 yaitu k(f+g) = kf + kg dimana f dan g merupakan vektor dan k adalah konstanta.

saya akan menggunakan pembuktian dari karin untuk penjumlahan vektor dimana (f+g)(x) = f(x) + g(x) dan pembuktian dari angga untuk perkalian vektor dengan konstanta dimana kf = (kf)(x) = k(f(x)).

 

aksioma 8

saya akan menggunakan:

k = 2; f(x) = 2x + sin(x) + 2 cos(x); g(x) = cos(x); dan x = π

k (f+g) = kf + kg

2(2x + sin(x) + 2 cos (x) + cos (x)) = 2(2x + sin(x) + 2 cos (x)) + 2 (cos(x))

2(3,2831) = (4π + 2 sin(π) + 4 cos(π)) + (2 cos(π))

6,5663 = (12,5663 + 0 + (-4)) + (-2)

6,5663 = 6,5663

 

dengan begitu, terbukti bahwa f(x) = 2x + sin x +2 cos x memenuhi aksioma ke delapan.

 

terima kasih teman-teman. mohon masukannya ya.

salam,

hilmi arista
",C3
wah menarik sekali penjelasannya. saya mulai memahami. terima kasih,C0
"halo hilmi, saya ingin menanyakan apakah fungsi g(x) haruslah sebuah fungsi yang terdefinisi pada interval [1,2] (untuk kasus pada soal ini) atau boleh saja fungsi tsb tidak terdefinisi pada interval [1,2]? 

",C1
"terima kasih cindy, tapi saya juga masih bingung. jika ingin membuktikan bahwa f(x) merupakan vektor haruskah g(x) terdefinisi pula di selang [1, 2]? tapi jika x yang diambil merupakan bagian dari interval [1, 2] bukankah berarti pada selang tersebut g(x) juga harus terdefinisi? apakah teman-teman memiliki ide dan jawaban atas pertanyaan kami ini?

 
",C1
"terimakasih teman-teman atas pembuktian yang telah diberikan, pernyataan teman-teman diatas membuat saya lebih yakin bahwa f(x) merupakan sebuah vektor. namun kurang 1 aksioma yang belum dibuktikan, yaitu aksioma ke 10. apakah teman-teman ada yang bisa membuktikannya?",C1
"pada kesempatan kali ini saya akan mencoba membuktikan aksioma 10 yang telah disebutkan nevil diawal forum diskusi.

aksioma 10 :
k(lf) = (kl)f

kita ambil nilai f, k dan l sebagai berikut:
f = f(x) = 2x + sin x +2cos x 
k = 2
l = 3

kemudian kita subtitusikan sebagai berikut :
k(lf) = (kl)f
2(3f(x)) = (2 x 3)f(x)
6f(x) = 6f(x)
6(2x + sin x +2cos x) = 6(2x + sin x +2cos x)

dapat dilihat untuk setiap nilai x bilangan ril akan memenuhi persamaan diatas. dengan demikian terbukti bahwa f(x) = 2x + sin x +2cos x memenuhi aksioma 10 yang memenuhi syarat dikatakannya vektor.


",C3
"wah, terima kasih, hasna.

dengan begini berarti fungsi f(x) memenuhi 10 aksioma yang telah dipaparkan oleh nevil. jadi dengan begitu, f(x) terbukti merupakan sebuah vektor. 

",C3
adakah syarat dan ketentuan lain yang perlu dipenuhi?,C1
"summary dan ringkasan kelompok 3

vektor merupakan elemen ruang vektor. ruang vektor sendiri merupakan himpunan tidak kosong yang tertutup terhadap operasi penjumlahan dan perkalian dengan skalar sedemikian sehingga memenuhi sepuluh aksioma ruang vektor.

contoh yang memenuhi sepuluh aksioma tersebut adalah bilangan rill berdimensi n, fungsi continue, fungsi differensial, polinomial, baris tak hingga, matriks ordo m x n.

 

salam,

kelompok 3
",C4
"saya ingin menambahkan kesimpulan dan ringkasan dari kelompok kami bahwa:

himpunan fungsi terdiferensial [2, 3] merupakan sub ruang dari himpunan fungsi kontinue [2,3]

himpunan matriks diagonal ordo 5 x 5 merupakan sub ruang dari himpunan matriks ordo 5 x 5

 

contoh bukan sub ruang

himpunan bilangan ganjil bukan merupakan sub ruang dari himpunan bilangan rill karena penjumlahan dua bilangan ganjil merupakan bilangan genap

himpunan matriks identitas ordo 4 x 4 bukan merupakan sub ruang dari himpunan matriks ordo 4 x 4 karena jika dia matriks identitas dijumlahkan bukan lagi anggota himpunan matriks identitas ordo 4 x 4

 

salam,

kelompok 3
",C4
"berdasarkan diskusi dan penjelasan kami di atas. kami sepakat untuk menyimpulkan bahwa setiap sub ruang merupakan ruang vektor karena setiap sub ruang tersebut memenuhi 10 aksioma ruang vektor terhadap penjumlahan dan perkalian dengan skalar yang sama dengan ruang vektor nya.

 

setiap ruang vektor merupakan sub ruang karena setiap himpunan ruang vektor subset dari dirinya sendiri.

 

salam,

kelompok 3
",C4
"dear all
kalian diminta untuk membentuk suatu struktur aljabar yang dibentuk oleh himpunan semua barisan tak hingga dengan suku-suku real sehingga kalian mampu menjelaskan bahwa 1, 2, 1, 2, 1, 2, … adalah vektor.
",C1
"

pertama-tama mari kita mengingat kembali dulu apa itu barisan tak hingga, barisan tak hingga dapat ditulis dengan {ai}∞. barisan takhingga merupakan barisan yang tidak memiliki elemen terakhir.

penjumlahan elemen-elemen pada barisan adalah dengan cara menjumlahakn dengan indeks yang sama, begitupun dengan perkalian skalar yaitu dengan menjumlahkan semua elemennya dengan skalar. dengan hal ini berarti penjumlahan dan perkalian dengan skalar barisan tak hingga bersifat tertutup. 


",C2
"nah, setelah recall tentang barisan tak hingga, menurut teman-teman gogoalingo bagaimana hubungan barisan tak hingga sehingga kita bisa menjelaskan barisan 1 ,2 1, 2,1,2.... adalah vektor? thoughtful

 ",C1
terimakasih banyak novia,C0
terima kasih karena telah membantu kami dengan berusaha mengingatkan kembali tentang konsep dasar yaitu definisi dari barisan tak hingga. sehingga sekarang semua teman-teman gogoalingo sudah dapat mengingatnya kembali bukan?big grin,C0
"hmm, ini menarik sih. berdasarkan dari buku acuan yang saya baca (anton, h., & rorres, c. (2010). elementary linear algebra:applications version.), suatu himpunan v dapat dikatakan sebagai suatu ruang vektor jika memenuhi 10 aksioma, yaitu:

    jika u ∧ v ∈ v, maka u + v ∈ v
    u + v = v + u
    u + ( v + w ) = ( u + v ) + w
    terdapat elemen nol, biasa disebut vektor nol di v, sehingga 0 + u = u + 0 = u untuk semua u ∈ v
    untuk semua u ∈ v, ada elemen -u ∈ v, sehingga u + ( -u ) = ( -u ) + u = 0
    untuk k ∈ ℝ, ku ∈ v
    k (u + v) = ku + kv
    (k + m)u = ku + mu
    k(mu) = (km)u
    1u = u
",C2
